id;asset_name;ip;created_utc;source;category
572538;spark_shrine;118.169.144.206;11/01/2024 00:00;pxtrpf;phising
199006;domain_daisy;87.3.75.80;01/08/2024 00:00;crowdstrike;phising
40278;server_seed;110.104.255.2;24/06/2024 00:00;pxtrpf;phising
22029;spark_shrine;187.24.234.40;04/05/2024 00:00;crowdstrike;phising
596516;name_bounce;205.212.155.232;12/03/2024 00:00;crowdstrike;phising
497196;server_aura;116.205.226.80;03/04/2024 00:00;pxtrpf;phising
212663;server_hype;52.154.94.15;26/04/2024 00:00;defender;phising
947747;connection_cacao;70.254.235.79;18/04/2024 00:00;crowdstrike;phising
607179;name_stimulate;24.37.92.211;21/08/2024 00:00;xpklnr;phising
461010;name_burst;135.3.178.19;21/01/2024 00:00;defender;phising
320387;server_surge;244.101.196.83;24/01/2024 00:00;pxtrpf;phising
678655;server_surge;244.101.196.83;05/05/2024 00:00;pxtrpf;phising
617772;server_phoenix;173.115.197.63;23/08/2024 00:00;xpklnr;phising
727710;name_flu;210.139.189.4;16/03/2024 00:00;pxtrpf;phising
415451;clever_server;86.70.157.117;26/01/2024 00:00;crowdstrike;phising
790171;node_nest;122.139.122.39;01/08/2024 00:00;pxtrpf;phising
853929;servivio;202.30.35.66;06/02/2024 00:00;xpklnr;phising
115076;connection_cacao;15.201.87.20;05/03/2024 00:00;xpklnr;Phising
134489;domain_daisy;87.3.75.80;08/01/2024 00:00;crowdstrike;phising
101197;clever_server;175.252.189.78;25/01/2024 00:00;xpklnr;phising
244560;byte_basil;214.171.233.83;18/08/2024 00:00;defender;Phising
185921;server_summit;131.21.57.124;25/08/2024 00:00;pxtrpf;Phising
178380;info_island;178.29.247.13;21/07/2024 00:00;defender;phising
140356;spark_shrine;254.89.186.11;12/03/2024 00:00;crowdstrike;phising
265136;connection_cacao;15.201.87.20;16/06/2024 00:00;xpklnr;phising
872074;byte_beat;71.115.54.187;02/05/2024 00:00;crowdstrike_cs;phising
831198;name_vault;17.216.166.29;15/09/2024 00:00;crowdstrike;phising
821049;name_frenzy;107.249.124.117;03/03/2024 00:00;crowdstrike;phising
331423;cloud_clover;134.213.33.248;03/08/2024 00:00;defender;phising
129438;connection_cacao;70.254.235.79;13/09/2024 00:00;crowdstrike;phising
654355;name_flare;73.80.176.177;01/08/2024 00:00;xpklnr;phising
870780;name_flu;210.139.189.4;15/07/2024 00:00;pxtrpf;Phising
580103;cloud_clover;139.224.8.197;28/06/2024 00:00;pxtrpf;phising
975236;web_wonder;164.143.175.172;21/09/2024 00:00;crowdstrike_cs;phising
241921;name_rave;190.13.109.124;15/06/2024 00:00;defender;phising
584230;server_aura;116.205.226.80;05/02/2024 00:00;pxtrpf;Phising
21983;name_burst;135.3.178.19;06/03/2024 00:00;defender;phising
643425;byte_barn;121.172.132.47;27/06/2024 00:00;crowdstrike;phising
103209;server_spark;8.245.154.104;24/07/2024 00:00;pxtrpf;phising
994599;server_boost;59.218.102.145;09/08/2024 00:00;crowdstrike_cs;phising
620033;name_vault;192.161.97.125;14/06/2024 00:00;xpklnr;phising
220849;server_summit;131.21.57.124;21/07/2024 00:00;pxtrpf;phising
801941;server_aura;116.205.226.80;04/01/2024 00:00;pxtrpf;phising
891177;server_summit;131.21.57.124;03/10/2024 00:00;pxtrpf;phising
754208;server_surge;244.101.196.83;10/03/2024 00:00;pxtrpf;phising
639866;automated_azalea;42.46.70.0;04/03/2024 00:00;xpklnr;phising
163295;server_spray;106.94.51.64;21/08/2024 00:00;crowdstrike_cs;phising
96803;name_frenzy;192.215.91.76;23/05/2024 00:00;xpklnr;Phising
64944;automated_azalea;42.46.70.0;15/03/2024 00:00;xpklnr;phising
62365;name_vault;137.127.174.143;01/05/2024 00:00;xpklnr;phising
621101;domain_daisy;87.3.75.80;10/08/2024 00:00;crowdstrike;phising
912112;name_spray;56.165.175.235;15/03/2024 00:00;defender;phising
30383;address_artichoke;118.123.166.144;25/07/2024 00:00;defender;phising
269454;servivio;189.197.179.58;22/02/2024 00:00;crowdstrike;phising
782177;clever_server;86.70.157.117;06/08/2024 00:00;crowdstrike;phising
993057;server_phoenix;173.115.197.63;14/01/2024 00:00;xpklnr;phising
738863;server_spray;74.183.227.186;13/06/2024 00:00;xpklnr;phising
704077;address_artichoke;174.181.0.67;21/07/2024 00:00;crowdstrike;phising
392318;server_sprout;37.68.185.154;21/06/2024 00:00;defender;phising
516128;name_frenzy;192.215.91.76;23/02/2024 00:00;xpklnr;phising
705377;cloud_clover;139.224.8.197;09/07/2024 00:00;pxtrpf;phising
731329;servelite;185.213.217.250;02/05/2024 00:00;pxtrpf;phising
403665;server_hype;52.154.94.15;12/02/2024 00:00;defender;phising
552050;server_phoenix;83.219.207.96;20/08/2024 00:00;xpklnr;phising
86581;clever_server;86.70.157.117;08/03/2024 00:00;crowdstrike;phising
364756;connection_cacao;70.254.235.79;19/02/2024 00:00;crowdstrike;phising
677482;domain_daisy;89.139.158.117;13/02/2024 00:00;pxtrpf;phising
322201;automated_azalea;42.46.70.0;24/03/2024 00:00;xpklnr;Phising
537316;programming_papaya;4.2.181.21;10/07/2024 00:00;pxtrpf;phising
337519;script_shrine;98.157.98.17;15/04/2024 00:00;crowdstrike;phising
421940;connection_cacao;15.201.87.20;16/01/2024 00:00;xpklnr;phising
96587;servivio;202.30.35.66;23/05/2024 00:00;xpklnr;Phising
426666;servelite;194.172.44.80;02/04/2024 00:00;crowdstrike;phising
168308;address_artichoke;174.181.0.67;17/06/2024 00:00;crowdstrike;Phising
195486;name_rave;190.13.109.124;19/09/2024 00:00;defender;Phising
461638;byte_barn;164.235.149.167;04/04/2024 00:00;xpklnr;phising
118611;name_frenzy;16.38.120.153;22/01/2024 00:00;crowdstrike_cs;phising
416511;server_match;148.222.132.101;27/03/2024 00:00;crowdstrike;phising
575511;spark_shrine;248.173.207.185;30/07/2024 00:00;xpklnr;phising
403556;address_artichoke;118.123.166.144;23/06/2024 00:00;defender;phising
307178;server_sonic;14.84.69.230;27/07/2024 00:00;crowdstrike;phising
951472;server_match;98.87.105.173;19/02/2024 00:00;pxtrpf;Phising
868869;name_stimulate;212.181.255.207;23/03/2024 00:00;crowdstrike_cs;phising
731795;server_match;98.87.105.173;02/02/2024 00:00;pxtrpf;phising
335364;domain_daisy;89.139.158.117;07/03/2024 00:00;pxtrpf;phising
64402;web_wonder;164.143.175.172;13/01/2024 00:00;crowdstrike_cs;phising
856056;host_hyacinth;156.84.177.39;25/01/2024 00:00;defender;phising
777981;server_pulse;117.29.193.235;06/08/2024 00:00;crowdstrike_cs;phising
456758;server_sonic;254.140.235.133;26/06/2024 00:00;pxtrpf;phising
791297;server_spray;210.159.245.199;22/08/2024 00:00;pxtrpf;Phising
517262;server_spray;244.110.8.40;19/05/2024 00:00;xpklnr;phising
716252;script_shrine;181.75.227.93;20/08/2024 00:00;xpklnr;phising
407040;servivio;189.197.179.58;23/03/2024 00:00;crowdstrike;phising
266172;domain_daisy;89.139.158.117;11/06/2024 00:00;pxtrpf;phising
978220;programming_papaya;4.2.181.21;17/03/2024 00:00;pxtrpf;phising
233746;address_artichoke;118.123.166.144;29/06/2024 00:00;defender;phising
88043;server_pro;137.220.249.174;30/03/2024 00:00;defender;phising
275550;name_vault;38.227.62.100;24/09/2024 00:00;crowdstrike;Phising
765611;name_vault;17.216.166.29;03/09/2024 00:00;crowdstrike;phising
206415;spark_shrine;118.169.144.206;25/02/2024 00:00;pxtrpf;phising
228582;script_shrine;181.75.227.93;29/06/2024 00:00;xpklnr;phising
895203;server_utopia;204.42.170.106;18/08/2024 00:00;defender;Phising
665224;name_flash;27.158.154.116;29/08/2024 00:00;defender;phising
28978;server_utopia;204.42.170.106;15/05/2024 00:00;defender;phising
887586;name_vault;137.127.174.143;29/02/2024 00:00;xpklnr;Phising
27830;name_vault;38.227.62.100;09/06/2024 00:00;crowdstrike;phising
450086;name_rave;190.13.109.124;23/05/2024 00:00;defender;phising
245541;automated_azalea;25.133.203.93;03/09/2024 00:00;crowdstrike;Phising
188109;server_phoenix;65.109.165.41;31/05/2024 00:00;crowdstrike;phising
851570;name_vault;137.127.174.143;21/04/2024 00:00;xpklnr;Phising
611721;name_stimulate;212.181.255.207;13/03/2024 00:00;crowdstrike_cs;phising
526944;server_match;148.222.132.101;03/08/2024 00:00;crowdstrike;Phising
325933;info_island;178.29.247.13;11/08/2024 00:00;defender;phising
939640;name_stimulate;212.181.255.207;12/01/2024 00:00;crowdstrike_cs;phising
664306;byte_brigade;216.143.218.34;14/01/2024 00:00;pxtrpf;Phising
838062;server_phoenix;83.219.207.96;08/03/2024 00:00;xpklnr;Phising
20246;name_flare;73.80.176.177;01/07/2024 00:00;xpklnr;phising
643876;network_narcissus;255.67.121.67;14/03/2024 00:00;defender;phising
607312;name_glitch;217.254.136.82;19/02/2024 00:00;crowdstrike_cs;phising
449689;connection_cacao;70.254.235.79;23/06/2024 00:00;crowdstrike;phising
789626;node_nectarine;218.130.171.99;27/03/2024 00:00;crowdstrike;phising
367753;name_quiver;122.53.91.87;25/03/2024 00:00;defender;phising
704397;domain_daisy;89.139.158.117;27/08/2024 00:00;pxtrpf;phising
700618;web_wonder;164.143.175.172;06/03/2024 00:00;crowdstrike_cs;phising
746560;server_spray;106.94.51.64;06/01/2024 00:00;crowdstrike_cs;phising
199587;server_frenzy;139.170.97.22;28/05/2024 00:00;defender;phising
418754;connection_cacao;15.201.87.20;27/08/2024 00:00;xpklnr;phising
5718;computing_coriander;203.13.190.29;22/05/2024 00:00;defender;phising
650437;script_shrine;181.75.227.93;03/08/2024 00:00;xpklnr;phising
192061;server_phoenix;65.109.165.41;04/08/2024 00:00;crowdstrike;phising
626787;programming_papaya;4.2.181.21;20/09/2024 00:00;pxtrpf;phising
573309;name_bounce;187.21.83.39;16/04/2024 00:00;pxtrpf;Phising
497426;name_glitch;217.254.136.82;15/09/2024 00:00;crowdstrike_cs;phising
353327;host_hyacinth;156.84.177.39;05/01/2024 00:00;defender;phising
741581;byte_brigade;216.143.218.34;31/03/2024 00:00;pxtrpf;phising
209844;domain_daisy;87.3.75.80;17/07/2024 00:00;crowdstrike;phising
627449;server_orbit;3.100.110.193;29/09/2024 00:00;defender;phising
123637;servivio;202.30.35.66;20/05/2024 00:00;xpklnr;phising
744070;name_vault;192.161.97.125;23/08/2024 00:00;xpklnr;phising
128406;name_bounce;187.21.83.39;30/07/2024 00:00;pxtrpf;phising
774599;name_frenzy;192.215.91.76;13/06/2024 00:00;xpklnr;phising
141305;spark_shrine;187.24.234.40;19/09/2024 00:00;crowdstrike;phising
836775;server_serenade;99.111.27.245;27/01/2024 00:00;pxtrpf;phising
948002;server_match;98.87.105.173;17/08/2024 00:00;pxtrpf;phising
